# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
        PGC1440 |     5.606519 |   -53.647511 |    30.750000 |     0.330000 |    14.256000 |     2.240000 |    11.700000 |    18.600000 |  1436.000000 |     3.000000 |     0.048000
        PGC1442 |     5.625000 |    29.745361 |    34.250000 |     0.130000 |    70.949997 |     4.170000 |    68.000000 |    73.900002 |  4766.000000 |    13.000000 |     0.136000
        PGC1450 |     5.638020 |    28.121639 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4756.000000 |    10.000000 |     0.110000
        PGC1452 |     5.658583 |   -48.581139 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3400.000000 |   200.000000 |     0.050000
        PGC1457 |     5.684740 |    -6.685327 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.109000
        PGC1491 |     5.795417 |    27.432222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3905.000000 |     6.000000 |     0.119000
        PGC1518 |     5.977542 |   -32.536167 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3383.000000 |     4.000000 |     0.053000
        PGC1525 |     6.011834 |    16.486389 |    31.129999 |     0.390000 |    17.075001 |     2.930000 |    12.200000 |    21.100000 |   841.000000 |     1.000000 |     0.163000
        PGC1534 |     6.117792 |    -3.856917 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4309.000000 |     6.000000 |     0.086000
        PGC1544 |     6.153917 |    29.287251 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4762.000000 |    72.000000 |     0.142000
        PGC1546 |     6.161208 |    33.256168 |    34.349998 |     0.150000 |    74.324997 |     4.980000 |    67.599998 |    79.000000 |  4842.000000 |     9.000000 |     0.134000
        PGC1549 |     6.176469 |     1.733807 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4266.000000 |    51.000000 |     0.072000
        PGC1552 |     6.193917 |    29.560528 |    34.070000 |     0.190000 |    65.228996 |     5.720000 |    58.599998 |    73.199997 |  4668.000000 |    10.000000 |     0.172000
        PGC1578 |     6.305417 |    30.036800 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4855.000000 |     9.000000 |     0.191000
        PGC1579 |     6.295007 |   -13.306122 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3599.000000 |    45.000000 |     0.099000
        PGC1591 |     6.369750 |    20.237749 |    33.810001 |     0.050000 |    57.700001 |     1.290000 |    56.299999 |    59.400002 |  4395.000000 |     5.000000 |     0.178000
        PGC1594 |     6.375167 |    24.811333 |    33.980000 |     0.200000 |    62.629002 |     5.670000 |    55.500000 |    69.500000 |  4553.000000 |    25.000000 |     0.112000
        PGC1600 |     6.397042 |    -2.070500 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4526.000000 |    45.000000 |     0.091000
        PGC1608 |     6.440792 |   -33.086861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 15229.000000 |    64.000000 |     0.038000
        PGC1615 |     6.478612 |    -3.420819 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4431.000000 |    29.000000 |     0.106000
        PGC1619 |     6.498875 |    29.212055 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4737.000000 |    25.000000 |     0.130000
        PGC1626 |     6.526125 |    -2.025278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4262.000000 |    45.000000 |     0.091000
        PGC1634 |     6.572750 |    -4.492361 |    33.320000 |     0.180000 |    46.283001 |     3.950000 |    42.200001 |    52.700001 |  3985.000000 |     8.000000 |     0.091000
        PGC1641 |     6.639046 |   -41.855301 |    26.410000 |     0.120000 |     1.922000 |     0.106000 |     1.710000 |     2.110000 |   117.000000 |     5.000000 |     0.016000
        PGC1646 |     6.683417 |    -3.596583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4138.000000 |    45.000000 |     0.113000
        PGC1651 |     6.692833 |   -33.677082 |    32.360001 |     0.340000 |    29.979000 |     4.950000 |    23.700001 |    40.599998 |  1825.000000 |     6.000000 |     0.036000
        PGC1652 |     6.721625 |    11.573278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2067.000000 |    17.000000 |     0.207000
        PGC1656 |     6.727667 |    -2.500889 |    33.740002 |          NaN |    55.900002 |          NaN |    55.900002 |    55.900002 |  4458.000000 |    19.000000 |     0.070000
        PGC1660 |     6.742632 |    -1.786248 |    34.099998 |          NaN |    66.099998 |          NaN |    66.099998 |    66.099998 |  4159.000000 |    45.000000 |     0.073000
        PGC1665 |     6.762167 |    11.583806 |    32.419998 |     0.250000 |    30.667000 |     3.350000 |    23.400000 |    34.799999 |  2131.000000 |     5.000000 |     0.206000
        PGC1680 |     6.834792 |   -47.336361 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3428.000000 |    45.000000 |     0.037000
        PGC1693 |     6.875333 |    -1.513472 |    33.750000 |          NaN |    56.299999 |          NaN |    56.299999 |    56.299999 |  3984.000000 |    12.000000 |     0.065000
        PGC1714 |     6.964672 |     3.489737 |    31.959999 |     0.320000 |    24.850000 |     3.390000 |    19.900000 |    27.600000 |  1371.000000 |    13.000000 |     0.059000
        PGC1715 |     6.968167 |    -1.810194 |    33.700001 |     0.320000 |    55.500000 |     7.730000 |    44.900002 |    61.299999 |  4060.000000 |     6.000000 |     0.070000
        PGC1721 |     6.989228 |    32.775227 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4923.000000 |    10.000000 |     0.166000
        PGC1723 |     6.994292 |     2.507500 |    33.369999 |     0.260000 |    47.466999 |     5.650000 |    42.299999 |    53.500000 |  4385.000000 |     6.000000 |     0.088000
        PGC1726 |     7.010000 |    -8.120722 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.124000
        PGC1730 |     7.031875 |   -13.093917 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4846.000000 |    12.000000 |     0.080000
        PGC1737 |     7.057500 |     3.233528 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4363.000000 |          NaN |     0.057000
        PGC1740 |     7.073808 |   -27.982899 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1545.000000 |     8.000000 |     0.046000
        PGC1741 |     7.090542 |     3.389667 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4036.000000 |    10.000000 |     0.064000
        PGC1745 |     7.084917 |   -49.075474 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3000.000000 |   200.000000 |     0.036000
        PGC1746 |     7.077117 |     3.383129 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4090.000000 |    10.000000 |     0.063000
        PGC1748 |     7.092333 |     2.527250 |    34.119999 |     0.100000 |    66.633003 |     3.200000 |    64.000000 |    70.199997 |  4289.000000 |          NaN |     0.078000
        PGC1750 |     7.110833 |     5.004417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1344.000000 |     1.000000 |     0.037000
        PGC1753 |     7.124083 |     2.648611 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4317.000000 |    29.000000 |     0.079000
        PGC1754 |     7.143208 |    33.272305 |    34.230000 |     0.300000 |    70.628998 |     9.910000 |    60.000000 |    83.500000 |  4731.000000 |    10.000000 |     0.208000
        PGC1760 |     7.159250 |     2.954306 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4469.000000 |    17.000000 |     0.084000
        PGC1765 |     7.176458 |   -59.943474 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4684.000000 |    11.000000 |     0.042000
        PGC1770 |     7.201083 |     3.429472 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4500.000000 |    49.000000 |     0.059000
        PGC1771 |     7.213042 |    28.939583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2169.000000 |    22.000000 |     0.113000
        PGC1774 |     7.208625 |    32.173943 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.189000
        PGC1777 |     7.265000 |    43.431667 |    29.330000 |     0.300000 |     7.393000 |     0.072000 |     6.730000 |     8.630000 |   187.000000 |     1.000000 |     0.212000
        PGC1781 |     7.284859 |    15.899123 |    29.920000 |     0.340000 |     9.728000 |     0.723000 |     8.810000 |    12.800000 |   756.000000 |     1.000000 |     0.295000
        PGC1784 |     7.283750 |     2.811111 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4047.000000 |    25.000000 |     0.076000
        PGC1787 |     7.301543 |     2.872708 |    34.299999 |     0.720000 |    75.250000 |    22.200001 |    45.700001 |    95.500000 |  4094.000000 |    15.000000 |     0.079000
        PGC1788 |     7.302176 |    33.104519 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4828.000000 |     5.000000 |     0.229000
        PGC1791 |     7.312750 |     2.864056 |    33.259998 |     0.890000 |    48.643002 |    23.299999 |    27.500000 |    96.800003 |  4241.000000 |    16.000000 |     0.079000
        PGC1794 |     7.327292 |     2.870444 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4433.000000 |    18.000000 |     0.079000
        PGC1813 |     7.410500 |   -33.259750 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1410.000000 |    17.000000 |     0.061000
        PGC1816 |     7.423542 |   -51.520668 |    33.689999 |          NaN |    54.599998 |          NaN |    54.599998 |    54.599998 |  3358.000000 |    23.000000 |     0.043000
        PGC1818 |     7.429458 |    30.049278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4845.000000 |    25.000000 |     0.154000
        PGC1820 |     7.451875 |    -5.114972 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3924.000000 |    10.000000 |     0.112000
        PGC1825 |     7.450087 |     1.854885 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3436.000000 |    20.000000 |     0.084000
        PGC1834 |     7.487770 |    32.893703 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4895.000000 |          NaN |     0.226000
        PGC1835 |     7.517083 |     3.513056 |    31.260000 |          NaN |    17.799999 |          NaN |    17.799999 |    17.799999 |  1346.000000 |     4.000000 |     0.057000
        PGC1841 |     7.530446 |   -11.113642 |    33.139999 |     0.100000 |    42.424999 |     1.860000 |    41.299999 |    45.200001 |  3513.000000 |     6.000000 |     0.091000
        PGC1851 |     7.591542 |   -33.244026 |    31.350000 |     0.220000 |    18.711000 |     1.910000 |    14.900000 |    24.100000 |  1582.000000 |     3.000000 |     0.050000
        PGC1855 |     7.601292 |   -48.685333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3377.000000 |     9.000000 |     0.036000
        PGC1898 |     7.761850 |   -33.270378 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.040000
        PGC1909 |     7.805315 |   -10.481025 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3589.000000 |     7.000000 |     0.090000
        PGC1913 |     7.823750 |    28.993750 |    33.740002 |     0.240000 |    56.308998 |     6.200000 |    47.299999 |    67.800003 |  4655.000000 |     2.000000 |     0.136000
        PGC1914 |     7.828551 |     8.474821 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4349.000000 |     8.000000 |     0.101000
        PGC1920 |     7.843794 |   -22.765961 |    29.980000 |          NaN |     9.910000 |          NaN |     9.910000 |     9.910000 |   541.000000 |     1.000000 |     0.053000
        PGC1921 |     7.849625 |     8.466833 |    33.709999 |     0.070000 |    55.132999 |     1.760000 |    53.700001 |    57.099998 |  4364.000000 |     3.000000 |     0.103000
        PGC1924 |     7.858792 |     6.206750 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2085.000000 |     2.000000 |     0.073000
        PGC1927 |     7.872375 |     8.400611 |    33.130001 |          NaN |    42.299999 |          NaN |    42.299999 |    42.299999 |  4271.000000 |     2.000000 |     0.105000
        PGC1932 |     7.898833 |   -10.506306 |    33.470001 |     0.210000 |    49.638000 |     4.870000 |    42.200001 |    61.099998 |  3573.000000 |     6.000000 |     0.088000
        PGC1935 |     7.906219 |   -11.844424 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3184.000000 |    11.000000 |     0.080000
        PGC1941 |     7.940583 |    -5.152639 |    30.639999 |     0.340000 |    13.500000 |     2.120000 |    12.000000 |    15.000000 |  4138.000000 |     5.000000 |     0.110000
        PGC1947 |     7.982820 |   -33.265690 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1651.000000 |    16.000000 |     0.031000
        PGC1951 |     8.004667 |   -64.390137 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2756.000000 |    27.000000 |     0.051000
        PGC1952 |     8.009042 |   -64.253387 |    32.900002 |     0.230000 |    38.208000 |     4.040000 |    33.099998 |    44.900002 |  2616.000000 |    10.000000 |     0.052000
        PGC1953 |     7.989958 |    -8.344694 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4993.000000 |          NaN |     0.106000
        PGC1956 |     8.040900 |   -40.266991 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1431.000000 |    10.000000 |     0.085000
        PGC1970 |     8.128875 |     2.574167 |    33.049999 |     0.190000 |    40.833000 |     3.740000 |    37.500000 |    49.700001 |  2374.000000 |     5.000000 |     0.063000
        PGC1971 |     8.135208 |    23.395082 |    33.849998 |     0.260000 |    59.346001 |     6.920000 |    47.299999 |    72.900002 |  4655.000000 |     2.000000 |     0.077000
        PGC1977 |     8.167167 |   -25.607529 |    32.630001 |     0.180000 |    33.714001 |     2.780000 |    29.900000 |    38.599998 |  2935.000000 |    10.000000 |     0.042000
        PGC1979 |     8.177708 |   -11.318139 |    33.990002 |     0.280000 |    63.327000 |     7.920000 |    48.799999 |    76.000000 |  4033.000000 |    10.000000 |     0.083000
        PGC1985 |     8.200833 |   -18.587860 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1328.000000 |    55.000000 |     0.054000
        PGC1986 |     8.210250 |    11.736861 |    33.930000 |     0.080000 |    61.000000 |     2.350000 |    59.400002 |    63.700001 |  4928.000000 |    15.000000 |     0.311000
        PGC1996 |     8.266208 |    -8.114333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3567.000000 |    55.000000 |     0.116000
        PGC2000 |     8.280625 |   -32.258362 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1736.000000 |     7.000000 |     0.040000
        PGC2004 |     8.300500 |    48.508751 |    24.350000 |     0.370000 |     0.754000 |     0.158000 |     0.589000 |     1.360000 |  -193.000000 |     3.000000 |     0.473000
        PGC2021 |     8.378458 |    22.902861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4599.000000 |    10.000000 |     0.070000
        PGC2022 |     8.400667 |     2.681056 |    33.830002 |     0.230000 |    58.599998 |     6.420000 |    53.200001 |    65.699997 |  4389.000000 |     7.000000 |     0.056000
