# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
       PGC97239 |   310.561615 |    65.817390 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.844000
       PGC97243 |   312.386444 |    58.106499 |    33.549999 |     0.010000 |    51.333000 |     0.150000 |    51.200001 |    51.500000 |  2765.000000 |     2.000000 |     2.315000
       PGC97256 |   322.598572 |    64.985252 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3170.000000 |    21.000000 |     1.712000
       PGC97262 |   328.697418 |    64.784248 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3200.000000 |    25.000000 |     1.683000
       PGC97266 |   346.728821 |    50.780640 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3034.000000 |    20.000000 |     0.638000
       PGC97267 |   348.379761 |    50.432278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4516.000000 |     4.000000 |     1.331000
       PGC97268 |   331.782806 |    67.690529 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4887.000000 |     6.000000 |     1.179000
       PGC97558 |   299.403778 |   -64.520309 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3643.000000 |     8.000000 |     0.176000
       PGC99542 |   203.518204 |   -32.360027 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1624.000000 |    55.000000 |     0.153000
       PGC99724 |   203.857834 |   -31.163250 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4247.000000 |    45.000000 |     0.138000
       PGC99795 |   213.617599 |    35.533356 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4021.000000 |   100.000000 |     0.049000
       PGC99965 |   159.286377 |   -26.787222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3924.000000 |    35.000000 |     0.189000
      PGC100029 |    55.362976 |   -22.472927 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2270.000000 |   300.000000 |     0.058000
      PGC100030 |   114.169579 |   -69.444168 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1598.000000 |   150.000000 |     0.557000
      PGC100031 |   156.543121 |   -39.943001 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2843.000000 |    45.000000 |     0.289000
      PGC100032 |   172.294998 |   -36.375000 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3215.000000 |   150.000000 |     0.266000
      PGC100033 |   177.906708 |   -28.791416 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1800.000000 |    45.000000 |     0.219000
      PGC100035 |   128.769791 |   -55.179890 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4299.000000 |    50.000000 |     0.890000
      PGC100042 |   130.865295 |   -56.207943 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2754.000000 |    68.000000 |     0.621000
      PGC100050 |   133.738541 |   -58.919167 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2483.000000 |   148.000000 |     0.835000
      PGC100060 |   145.431839 |   -60.798889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3070.000000 |    70.000000 |     1.249000
      PGC100070 |   153.500000 |   -51.760887 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2948.000000 |    50.000000 |     1.250000
      PGC100071 |   153.930878 |   -67.923973 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1923.000000 |   100.000000 |     0.573000
      PGC100080 |   155.046875 |   -64.016830 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3783.000000 |    45.000000 |     0.977000
      PGC100096 |   162.061951 |   -53.302872 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2712.000000 |    80.000000 |     1.354000
      PGC100097 |   165.561295 |   -52.965916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3947.000000 |   143.000000 |     0.971000
      PGC100101 |   172.249130 |   -58.422974 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4639.000000 |   207.000000 |     1.854000
      PGC100102 |   172.476379 |   -55.469501 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4260.000000 |   157.000000 |     1.251000
      PGC100123 |   162.237122 |   -51.958584 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2825.000000 |    53.000000 |     1.366000
      PGC100133 |    19.600000 |    32.710556 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4619.000000 |    88.000000 |     0.204000
      PGC100135 |    20.639168 |    36.712334 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4805.000000 |    60.000000 |     0.185000
      PGC100137 |    27.601000 |    36.340443 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4932.000000 |    55.000000 |     0.166000
      PGC100146 |    27.971916 |    36.485527 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4469.000000 |    13.000000 |     0.188000
      PGC100150 |    28.230457 |    34.738018 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4467.000000 |    60.000000 |     0.156000
      PGC100158 |    28.729418 |    35.874390 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4886.000000 |    47.000000 |     0.223000
      PGC100169 |    31.511669 |    68.999718 |    26.490000 |     2.820000 |     2.895000 |     0.977000 |     0.790000 |     5.000000 |    35.000000 |          NaN |     2.790000
      PGC100170 |    44.216427 |    58.911640 |    27.780001 |     0.480000 |     3.672000 |     0.856000 |     2.700000 |     5.300000 |   110.000000 |          NaN |     4.012000
      PGC100174 |   317.227325 |   -46.748539 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4883.000000 |    64.000000 |     0.082000
      PGC100178 |   320.577362 |   -45.605160 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4197.000000 |   300.000000 |     0.094000
      PGC100309 |   161.181412 |    -0.194444 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4477.000000 |     9.000000 |     0.120000
      PGC100357 |     7.875833 |    10.070278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4748.000000 |    15.000000 |     0.152000
      PGC100390 |   240.409836 |    16.610916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4714.000000 |    20.000000 |     0.094000
      PGC100707 |   190.446396 |    32.856918 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   696.000000 |          NaN |     0.049000
      PGC100710 |    98.622086 |   -31.107222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1627.000000 |     8.000000 |     0.414000
      PGC100711 |   142.358337 |   -30.413891 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1077.000000 |    22.000000 |     0.369000
      PGC100720 |   101.274582 |   -27.407499 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2203.000000 |     4.000000 |     0.300000
      PGC100721 |   101.554581 |   -28.063889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2016.000000 |     5.000000 |     0.304000
      PGC100726 |   147.614166 |   -30.866671 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2390.000000 |     5.000000 |     0.269000
      PGC100728 |   154.026978 |   -39.989471 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   263.000000 |     5.000000 |     0.383000
      PGC100730 |   154.282578 |   -33.421200 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2776.000000 |          NaN |     0.252000
      PGC100731 |   177.423752 |   -37.541939 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2964.000000 |     5.000000 |     0.247000
      PGC100733 |   183.990829 |   -22.424999 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2384.000000 |     5.000000 |     0.184000
      PGC100737 |    34.342083 |    16.331388 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4085.000000 |    17.000000 |     0.289000
      PGC100738 |    36.683750 |    19.396278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4189.000000 |    20.000000 |     0.468000
      PGC100744 |    41.946667 |     5.588889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1519.000000 |    20.000000 |     0.247000
      PGC100768 |    68.443542 |    11.852917 |    33.450001 |          NaN |    49.000000 |          NaN |    49.000000 |    49.000000 |  4370.000000 |    20.000000 |     1.492000
      PGC100890 |   355.986450 |   -28.650223 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3460.000000 |    80.000000 |     0.038000
      PGC101067 |    31.249916 |   -29.206499 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 58939.000000 |    77.000000 |     0.045000
      PGC101167 |   309.982880 |   -36.686501 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2734.000000 |    45.000000 |     0.137000
      PGC101178 |   312.398682 |   -37.877666 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2684.000000 |    40.000000 |     0.115000
      PGC101213 |   319.411743 |   -47.783695 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2805.000000 |    40.000000 |     0.102000
      PGC101241 |   335.176453 |   -47.445721 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2768.000000 |    40.000000 |     0.040000
      PGC101243 |   335.590912 |   -37.055916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2488.000000 |    64.000000 |     0.048000
      PGC101330 |   247.634872 |   -55.408501 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4877.000000 |    50.000000 |     1.318000
      PGC101367 |   159.156113 |   -27.717087 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3738.000000 |    13.000000 |     0.204000
      PGC101430 |     6.780796 |    10.651076 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2129.000000 |   150.000000 |     0.267000
      PGC101433 |     8.012970 |    18.079466 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2188.000000 |    30.000000 |     0.356000
      PGC101437 |    10.080292 |     1.463167 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4077.000000 |    30.000000 |     0.054000
      PGC101498 |   205.599533 |    32.870201 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4737.000000 |    30.000000 |     0.036000
      PGC101521 |   220.566742 |    42.830444 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2439.000000 |     2.000000 |     0.040000
      PGC101525 |   226.093506 |    41.681759 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4917.000000 |    30.000000 |     0.055000
      PGC102661 |    44.879814 |   -44.933475 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4888.000000 |    30.000000 |     0.058000
      PGC102669 |    45.794136 |   -45.490360 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4812.000000 |    40.000000 |     0.039000
      PGC103015 |    56.971264 |   -42.020092 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1355.000000 |    55.000000 |     0.024000
      PGC103150 |    63.250042 |   -38.328529 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3690.000000 |    26.000000 |     0.031000
      PGC103193 |    64.781670 |   -45.585140 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1406.000000 |    39.000000 |     0.031000
      PGC103224 |    61.982697 |   -44.797283 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3562.000000 |    31.000000 |     0.042000
      PGC103746 |   158.117920 |   -11.726730 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2408.000000 |    29.000000 |     0.128000
      PGC103827 |   162.180466 |   -11.632363 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4508.000000 |    36.000000 |     0.094000
      PGC103846 |   163.126205 |   -12.490231 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4596.000000 |    60.000000 |     0.129000
      PGC103876 |   161.259201 |   -12.051410 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4425.000000 |    46.000000 |     0.118000
      PGC104161 |   169.639587 |   -12.866417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4827.000000 |    43.000000 |     0.145000
      PGC104295 |   173.831863 |   -12.475243 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4177.000000 |    20.000000 |     0.099000
      PGC104394 |   175.596817 |   -11.657865 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4295.000000 |    29.000000 |     0.086000
      PGC104518 |   179.257416 |   -12.595333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3045.000000 |    16.000000 |     0.136000
      PGC104596 |   183.346878 |   -11.956637 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4397.000000 |    27.000000 |     0.169000
      PGC104606 |   183.847015 |   -12.400027 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4295.000000 |    27.000000 |     0.117000
      PGC104624 |   181.854507 |   -12.117484 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4400.000000 |    56.000000 |     0.230000
      PGC104631 |   182.513672 |   -12.230778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4431.000000 |    46.000000 |     0.195000
      PGC104686 |   185.169022 |    -3.533346 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3282.000000 |     2.000000 |     0.112000
      PGC104765 |   185.432816 |   -12.665698 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1431.000000 |    34.000000 |     0.137000
      PGC104773 |   185.689056 |   -12.518773 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4073.000000 |    23.000000 |     0.132000
      PGC104841 |   188.486465 |   -12.777374 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4229.000000 |    25.000000 |     0.176000
      PGC104868 |   192.225540 |   -11.678417 |    31.459999 |          NaN |    19.600000 |          NaN |    19.600000 |    19.600000 |  1329.000000 |     5.000000 |     0.127000
      PGC104869 |   192.248352 |   -11.954159 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4569.000000 |    18.000000 |     0.127000
      PGC104887 |   192.703766 |   -12.304778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4187.000000 |    62.000000 |     0.127000
      PGC104917 |   191.429932 |   -12.115814 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4691.000000 |    36.000000 |     0.146000
      PGC104987 |   194.700378 |   -11.777056 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4847.000000 |    45.000000 |     0.118000
      PGC104992 |   194.768463 |   -12.708065 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4806.000000 |    58.000000 |     0.126000
      PGC105108 |   202.117004 |    -6.393278 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4470.000000 |    39.000000 |     0.096000
      PGC105165 |   199.714050 |   -12.604051 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2928.000000 |    60.000000 |     0.134000
      PGC105180 |   200.445587 |   -12.575361 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2685.000000 |    12.000000 |     0.148000
      PGC105906 |   221.210785 |   -12.628091 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3021.000000 |    57.000000 |     0.245000
      PGC105927 |   226.014786 |   -11.823845 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4778.000000 |    44.000000 |     0.249000
      PGC106003 |   228.215546 |   -11.795916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1899.000000 |    48.000000 |     0.294000
      PGC106129 |   319.872162 |   -41.503597 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4848.000000 |    40.000000 |     0.100000
      PGC106235 |   321.944580 |   -38.799690 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2868.000000 |    26.000000 |     0.121000
      PGC106349 |   323.265961 |   -41.486752 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2660.000000 |    22.000000 |     0.081000
      PGC106403 |   322.679016 |   -41.640579 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2650.000000 |    25.000000 |     0.076000
      PGC106802 |   338.086304 |   -41.631954 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2695.000000 |    41.000000 |     0.036000
      PGC107206 |   348.409088 |   -41.994362 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1679.000000 |    33.000000 |     0.034000
      PGC107441 |   353.794952 |   -44.570335 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3172.000000 |    25.000000 |     0.035000
      PGC112638 |    67.212158 |   -44.800636 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4900.000000 |    52.000000 |     0.040000
      PGC113395 |   159.565369 |    -3.953667 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 23324.000000 |   126.000000 |     0.170000
      PGC113888 |   162.067581 |   -12.899583 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4600.000000 |    48.000000 |     0.153000
      PGC113895 |   162.401932 |   -12.960088 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4624.000000 |    56.000000 |     0.172000
      PGC113896 |   162.413971 |   -12.569244 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4426.000000 |    40.000000 |     0.133000
      PGC113899 |   162.586075 |   -12.776361 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4817.000000 |    61.000000 |     0.137000
      PGC113900 |   162.595917 |   -12.852000 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4997.000000 |    33.000000 |     0.156000
      PGC113905 |   162.641586 |   -12.683028 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4599.000000 |    52.000000 |     0.127000
      PGC113918 |   162.885452 |   -12.963139 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4698.000000 |    29.000000 |     0.136000
      PGC115756 |   176.703796 |   -11.768667 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 22156.000000 |    43.000000 |     0.059000
      PGC115914 |   181.288208 |    -6.524639 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 18890.000000 |    78.000000 |     0.074000
      PGC117211 |   192.955185 |   -12.645459 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4152.000000 |    55.000000 |     0.110000
      PGC117214 |   192.981339 |   -12.455569 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4293.000000 |    52.000000 |     0.101000
      PGC117223 |   193.305374 |   -12.672778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3670.000000 |    33.000000 |     0.122000
      PGC117228 |   193.399719 |   -12.623312 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4053.000000 |    48.000000 |     0.129000
      PGC117229 |   193.417725 |   -12.036291 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4509.000000 |    48.000000 |     0.134000
      PGC117235 |   193.532089 |   -12.813722 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4553.000000 |    56.000000 |     0.134000
      PGC117533 |   193.724380 |   -12.504833 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4824.000000 |    33.000000 |     0.147000
      PGC117536 |   193.811035 |   -12.303361 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4717.000000 |    40.000000 |     0.119000
      PGC117553 |   193.958786 |   -12.782333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4042.000000 |    34.000000 |     0.149000
      PGC117591 |   194.814835 |   -12.824981 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4632.000000 |    65.000000 |     0.132000
      PGC118097 |   199.988007 |   -12.799719 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3057.000000 |    94.000000 |     0.141000
      PGC119256 |   212.974915 |    -2.571296 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN | 41122.000000 |   131.000000 |     0.167000
      PGC125144 |    15.906274 |   -41.595440 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4168.000000 |    21.000000 |     0.031000
      PGC125321 |    45.212120 |   -38.317333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4711.000000 |    34.000000 |     0.047000
      PGC125350 |    43.102192 |   -41.275761 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3590.000000 |    13.000000 |     0.050000
      PGC125483 |    66.684563 |   -42.261620 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4544.000000 |    27.000000 |     0.051000
      PGC125646 |   162.139618 |   -12.195000 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4673.000000 |    14.000000 |     0.094000
      PGC125653 |   161.465042 |   -12.777347 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4364.000000 |    47.000000 |     0.164000
      PGC125728 |   170.150421 |    -2.743722 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2522.000000 |    30.000000 |     0.125000
      PGC125761 |   172.400543 |    -3.814639 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4685.000000 |    25.000000 |     0.209000
      PGC125849 |   178.802979 |   -12.715539 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4468.000000 |    34.000000 |     0.118000
      PGC125886 |   182.760925 |   -12.649496 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4366.000000 |    21.000000 |     0.228000
      PGC125971 |   191.020920 |    -3.870917 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4310.000000 |    52.000000 |     0.069000
      PGC125985 |   192.597626 |   -12.083582 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4572.000000 |    85.000000 |     0.111000
      PGC126013 |   194.190338 |   -12.485917 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4372.000000 |    36.000000 |     0.142000
      PGC126038 |   198.783432 |   -12.518044 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4007.000000 |    40.000000 |     0.130000
      PGC126150 |   211.216492 |    -3.513855 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4191.000000 |    25.000000 |     0.134000
      PGC126156 |   208.547470 |    -3.441059 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4322.000000 |    23.000000 |     0.112000
      PGC126251 |   216.707642 |   -12.205876 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2644.000000 |    25.000000 |     0.236000
      PGC126333 |   226.189072 |   -12.268381 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2757.000000 |    85.000000 |     0.277000
      PGC126350 |   225.372314 |    -6.936588 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1860.000000 |    39.000000 |     0.197000
      PGC126394 |   229.045837 |   -11.706972 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3049.000000 |    33.000000 |     0.347000
      PGC126516 |   327.475800 |   -38.297493 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4690.000000 |    26.000000 |     0.065000
      PGC126708 |   359.809296 |   -38.014526 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3201.000000 |    30.000000 |     0.032000
      PGC126723 |   165.411957 |    30.608089 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1680.000000 |     1.000000 |     0.047000
      PGC126724 |   180.446381 |    28.361397 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   842.000000 |     1.000000 |     0.054000
      PGC126789 |   194.882874 |    27.861305 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4640.000000 |    34.000000 |     0.030000
      PGC126826 |   194.592834 |    27.884785 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4366.000000 |    28.000000 |     0.031000
      PGC126827 |   194.593674 |    27.532314 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4776.000000 |    58.000000 |     0.028000
      PGC127383 |     2.680500 |   -63.102360 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3867.000000 |    64.000000 |     0.045000
      PGC127393 |     4.150229 |   -64.193848 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1745.000000 |    45.000000 |     0.042000
      PGC127483 |    22.093416 |   -65.270859 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1645.000000 |     7.000000 |     0.080000
      PGC127740 |     4.598587 |   -57.403347 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3622.000000 |    45.000000 |     0.032000
      PGC127773 |     1.449375 |   -62.120445 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4541.000000 |    45.000000 |     0.053000
      PGC127809 |     6.624042 |   -60.056141 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4731.000000 |    45.000000 |     0.047000
      PGC127824 |     8.153500 |   -61.111889 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3835.000000 |    45.000000 |     0.036000
      PGC127863 |    19.173500 |   -61.537140 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.074000
      PGC128017 |    54.490833 |   -57.442528 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4952.000000 |    40.000000 |     0.069000
      PGC128074 |    64.857124 |   -60.771999 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4826.000000 |    45.000000 |     0.051000
      PGC128075 |    64.860832 |   -60.538330 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.049000
      PGC128191 |   321.802094 |   -60.893780 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4458.000000 |    45.000000 |     0.102000
      PGC128338 |   353.226624 |   -57.924057 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3153.000000 |    55.000000 |     0.049000
